5.30E+11,47.727687,-122.281516,47.727687,-122.281516
5.30E+11,47.7293165,-122.292469,47.7293165,-122.292469
5.30E+11,47.7228093,-122.2894558,47.7228093,-122.2894558
5.30E+11,47.7319367,-122.2944531,47.7319367,-122.2944531
5.30E+11,47.7229283,-122.2944374,47.7229283,-122.2944374
5.30E+11,47.7290869,-122.2989162,47.7290869,-122.2989162
5.30E+11,47.72179,-122.3028293,47.72179,-122.3028293
5.30E+11,47.7279294,-122.3190327,47.7279294,-122.3190327
5.30E+11,47.7286592,-122.3101784,47.7286592,-122.3101784
5.30E+11,47.7227588,-122.3139286,47.7227588,-122.3139286
5.30E+11,47.729221,-122.3046804,47.729221,-122.3046804
5.30E+11,47.7300655,-122.3289033,47.7300655,-122.3289033
5.30E+11,47.7313815,-122.3404296,47.7313815,-122.3404296
5.30E+11,47.7308311,-122.3507154,47.7308311,-122.3507154
5.30E+11,47.7295922,-122.3582502,47.7295922,-122.3582502
5.30E+11,47.7250894,-122.3511384,47.7250894,-122.3511384
5.30E+11,47.7223429,-122.3556433,47.7223429,-122.3556433
5.30E+11,47.7148698,-122.3475496,47.7148698,-122.3475496
5.30E+11,47.7141594,-122.3555649,47.7141594,-122.3555649
5.30E+11,47.7183437,-122.3561478,47.7183437,-122.3561478
5.30E+11,47.7249329,-122.3718768,47.7249329,-122.3718768
5.30E+11,47.7206019,-122.363652,47.7206019,-122.363652
5.30E+11,47.7152604,-122.3663004,47.7152604,-122.3663004
5.30E+11,47.7251219,-122.3365251,47.7251219,-122.3365251
5.30E+11,47.7149025,-122.315264,47.7149025,-122.315264
5.30E+11,47.7197645,-122.3371991,47.7197645,-122.3371991
5.30E+11,47.7120765,-122.3371285,47.7120765,-122.3371285
5.30E+11,47.717746,-122.3255867,47.717746,-122.3255867
5.30E+11,47.7160682,-122.3190489,47.7160682,-122.3190489
5.30E+11,47.7174424,-122.2946004,47.7174424,-122.2946004
5.30E+11,47.7147743,-122.297382,47.7147743,-122.297382
5.30E+11,47.7175538,-122.3072289,47.7175538,-122.3072289
5.30E+11,47.7139286,-122.3071403,47.7139286,-122.3071403
5.30E+11,47.7153863,-122.28715,47.7153863,-122.28715
5.30E+11,47.7081668,-122.2852865,47.7081668,-122.2852865
5.30E+11,47.7127864,-122.2796303,47.7127864,-122.2796303
5.30E+11,47.7063747,-122.2749586,47.7063747,-122.2749586
5.30E+11,47.7096097,-122.2963087,47.7096097,-122.2963087
5.30E+11,47.7043679,-122.2959096,47.7043679,-122.2959096
5.30E+11,47.7092748,-122.3057238,47.7092748,-122.3057238
5.30E+11,47.7040663,-122.3077925,47.7040663,-122.3077925
5.30E+11,47.7067404,-122.3151128,47.7067404,-122.3151128
5.30E+11,47.704328,-122.3200238,47.704328,-122.3200238
5.30E+11,47.7091931,-122.3210308,47.7091931,-122.3210308
5.30E+11,47.7075152,-122.3264452,47.7075152,-122.3264452
5.30E+11,47.7075947,-122.3316209,47.7075947,-122.3316209
5.30E+11,47.7028559,-122.3378598,47.7028559,-122.3378598
5.30E+11,47.7048217,-122.3460347,47.7048217,-122.3460347
5.30E+11,47.7001728,-122.3450381,47.7001728,-122.3450381
5.30E+11,47.7105298,-122.3555061,47.7105298,-122.3555061
5.30E+11,47.7070891,-122.3585466,47.7070891,-122.3585466
5.30E+11,47.7028664,-122.364308,47.7028664,-122.364308
5.30E+11,47.7062878,-122.3734343,47.7062878,-122.3734343
5.30E+11,47.6961958,-122.3905366,47.6961958,-122.3905366
5.30E+11,47.6979157,-122.3990268,47.6979157,-122.3990268
5.30E+11,47.7056204,-122.3809955,47.7056204,-122.3809955
5.30E+11,47.6963993,-122.3832979,47.6963993,-122.3832979
5.30E+11,47.6933275,-122.377954,47.6933275,-122.377954
5.30E+11,47.6921888,-122.3576268,47.6921888,-122.3576268
5.30E+11,47.6958402,-122.3525289,47.6958402,-122.3525289
5.30E+11,47.7020793,-122.3528889,47.7020793,-122.3528889
5.30E+11,47.699278,-122.3574379,47.699278,-122.3574379
5.30E+11,47.6924455,-122.3687262,47.6924455,-122.3687262
5.30E+11,47.6963785,-122.368407,47.6963785,-122.368407
5.30E+11,47.6978405,-122.3619724,47.6978405,-122.3619724
5.30E+11,47.6942077,-122.3375804,47.6942077,-122.3375804
5.30E+11,47.692222,-122.3443809,47.692222,-122.3443809
5.30E+11,47.6954034,-122.3465577,47.6954034,-122.3465577
5.30E+11,47.6994924,-122.3280425,47.6994924,-122.3280425
5.30E+11,47.6949507,-122.3203287,47.6949507,-122.3203287
5.30E+11,47.6932037,-122.3283714,47.6932037,-122.3283714
5.30E+11,47.6935121,-122.3108328,47.6935121,-122.3108328
5.30E+11,47.6989841,-122.3135657,47.6989841,-122.3135657
5.30E+11,47.6946512,-122.3139541,47.6946512,-122.3139541
5.30E+11,47.6962622,-122.2939347,47.6962622,-122.2939347
5.30E+11,47.6975256,-122.3007329,47.6975256,-122.3007329
5.30E+11,47.6924853,-122.3011618,47.6924853,-122.3011618
5.30E+11,47.7017757,-122.2834575,47.7017757,-122.2834575
5.30E+11,47.6962437,-122.2861748,47.6962437,-122.2861748
5.30E+11,47.6922985,-122.2695132,47.6922985,-122.2695132
5.30E+11,47.6873368,-122.2727892,47.6873368,-122.2727892
5.30E+11,47.6879755,-122.2845965,47.6879755,-122.2845965
5.30E+11,47.6844333,-122.2848394,47.6844333,-122.2848394
5.30E+11,47.6863314,-122.292662,47.6863314,-122.292662
5.30E+11,47.6865099,-122.301475,47.6865099,-122.301475
5.30E+11,47.6794113,-122.30366,47.6794113,-122.30366
5.30E+11,47.687589,-122.3094869,47.687589,-122.3094869
5.30E+11,47.6822031,-122.3113993,47.6822031,-122.3113993
5.30E+11,47.6776154,-122.312003,47.6776154,-122.312003
5.30E+11,47.6860363,-122.3147077,47.6860363,-122.3147077
5.30E+11,47.6870853,-122.3206511,47.6870853,-122.3206511
5.30E+11,47.6867117,-122.3278947,47.6867117,-122.3278947
5.30E+11,47.6871297,-122.3344937,47.6871297,-122.3344937
5.30E+11,47.6866649,-122.3415091,47.6866649,-122.3415091
5.30E+11,47.685482,-122.3499053,47.685482,-122.3499053
5.30E+11,47.6829111,-122.349865,47.6829111,-122.349865
5.30E+11,47.6807271,-122.3500333,47.6807271,-122.3500333
5.30E+11,47.6887575,-122.3499161,47.6887575,-122.3499161
5.30E+11,47.6885797,-122.3604052,47.6885797,-122.3604052
5.30E+11,47.682656,-122.3583474,47.682656,-122.3583474
5.30E+11,47.6835401,-122.3635194,47.6835401,-122.3635194
5.30E+11,47.6850937,-122.3681951,47.6850937,-122.3681951
5.30E+11,47.6887443,-122.3762934,47.6887443,-122.3762934
5.30E+11,47.6832235,-122.3735987,47.6832235,-122.3735987
5.30E+11,47.6832293,-122.3794379,47.6832293,-122.3794379
5.30E+11,47.6877831,-122.3854445,47.6877831,-122.3854445
5.30E+11,47.6865857,-122.3912517,47.6865857,-122.3912517
5.30E+11,47.6822826,-122.3854552,47.6822826,-122.3854552
